department,number,title,term
HORT,409,Practicum,Summer 2016
HORT,409,Practicum,Fall 2016
HORT,410,Internship,Winter 2016
HORT,410,Internship,Spring 2016
HORT,410,Internship,Summer 2016
HORT,410,Internship,Fall 2016
HORT,411,Horticulture Book Club,Winter 2016
HORT,412,Career Exploration: Internships And Research Projects,Winter 2016
HORT,414,Precision Agriculture,Spring 2016
HORT,418,Golf Course Maintenance,Spring 2016
HORT,433,Systematics And Adaptation Of Vegetable Crops,Fall 2016
HORT,453,Grapevine Growth And Physiology,Winter 2016
HORT,454,Principles And Practices Of Vineyard Production,Spring 2016
HORT,480,Case Studies In Cropping Systems Management,Spring 2016
HORT,495,Horticultural Management Plans,Spring 2016
HORT,499,Special Topics,Spring 2016
HST,101,History Of Western Civilization,Winter 2016
HST,101,History Of Western Civilization,Spring 2016
HST,101,History Of Western Civilization,Fall 2016
HST,102,History Of Western Civilization,Winter 2016
HST,102,History Of Western Civilization,Spring 2016
HST,102,History Of Western Civilization,Summer 2016
HST,102,History Of Western Civilization,Fall 2016
HST,103,History Of Western Civilization,Winter 2016
HST,103,History Of Western Civilization,Spring 2016
HST,103,History Of Western Civilization,Fall 2016
HST,104,World History I: Ancient Civilizations,Winter 2016
HST,104,World History I: Ancient Civilizations,Spring 2016
HST,104,World History I: Ancient Civilizations,Fall 2016
HST,105,World History Ii: Middle And Early Modern Ages,Winter 2016
HST,105,World History Ii: Middle And Early Modern Ages,Spring 2016
HST,105,World History Ii: Middle And Early Modern Ages,Fall 2016
HST,105H,World History Ii: Middle And Early Modern Ages,Spring 2016
HST,106,World History Iii: The Modern And Contemporary World,Winter 2016
HST,106,World History Iii: The Modern And Contemporary World,Spring 2016
HST,106,World History Iii: The Modern And Contemporary World,Fall 2016
HST,201,History Of The United States,Winter 2016
HST,201,History Of The United States,Spring 2016
HST,201,History Of The United States,Summer 2016
HST,201,History Of The United States,Fall 2016
HST,202,History Of The United States,Winter 2016
HST,202,History Of The United States,Spring 2016
HST,202,History Of The United States,Summer 2016
HST,202,History Of The United States,Fall 2016
HST,203,History Of The United States,Winter 2016
HST,203,History Of The United States,Spring 2016
HST,203,History Of The United States,Fall 2016
HST,210,Religion In The United States,Spring 2016
HST,210,Religion In The United States,Summer 2016
HST,210,Religion In The United States,Fall 2016
HST,210H,Religion In The United States,Fall 2016
HST,299H,Special Topics,Fall 2016
HST,310,The Historian'S Craft,Winter 2016
HST,310,The Historian'S Craft,Spring 2016
HST,317,Why War: A Historical Perspective,Winter 2016
HST,317,Why War: A Historical Perspective,Spring 2016
HST,317,Why War: A Historical Perspective,Fall 2016
HST,317H,Why War: A Historical Perspective,Winter 2016
HST,320,Ancient Near East,Winter 2016
HST,322,Roman Republic,Fall 2016
HST,323,Roman Empire,Spring 2016
HST,324,Ancient Jewish History,Spring 2016
HST,328,History Of Medieval Europe,Winter 2016
HST,333,Medieval And Early Modern Spanish History,Fall 2016
HST,338,Hitler'S Europe,Spring 2016
HST,341,History Of Russia,Winter 2016
HST,350,Modern Latin America,Winter 2016
HST,351,Modern Latin America,Fall 2016
HST,353,Slavery In The Americas,Fall 2016
HST,363,Women In United States History,Fall 2016
HST,368,Lesbian And Gay Movements In Modern America,Spring 2016
HST,370,Social Change And American Popular Music,Summer 2016
HST,370,Social Change And American Popular Music,Fall 2016
HST,385H,The Arab-Israeli Conflict,Winter 2016
HST,386,Modern Iran: Revolution And Its Aftermath,Summer 2016
HST,387,Islamic Civilization,Fall 2016
HST,388,Islamic Civilization,Winter 2016
HST,390,Mideast Women: In Their Own Words,Summer 2016
HST,391,Traditional China And Japan,Fall 2016
HST,392,Modern China And Japan,Spring 2016
HST,399,Special Topics,Spring 2016
HST,401,Research,Winter 2016
HST,401,Research,Spring 2016
HST,401,Research,Summer 2016
HST,401,Research,Fall 2016
HST,402,Independent Study,Winter 2016
HST,402,Independent Study,Spring 2016
HST,402,Independent Study,Summer 2016
HST,402,Independent Study,Fall 2016
HST,403,Thesis,Winter 2016
HST,403,Thesis,Spring 2016
HST,403,Thesis,Summer 2016
HST,403,Thesis,Fall 2016
HST,405,Reading And Conference,Winter 2016
HST,405,Reading And Conference,Spring 2016
HST,405,Reading And Conference,Summer 2016
HST,405,Reading And Conference,Fall 2016
HST,406,Projects,Winter 2016
HST,406,Projects,Spring 2016
HST,406,Projects,Fall 2016
HST,407,Seminar,Winter 2016
HST,407,Seminar,Spring 2016
HST,407,Seminar,Fall 2016
HST,410,History Internship,Winter 2016
HST,410,History Internship,Spring 2016
HST,410,History Internship,Summer 2016
HST,410,History Internship,Fall 2016
HST,416,Food In World History,Spring 2016
HST,425,The Holocaust In Its History,Spring 2016
HST,429,History Of Western Thought,Fall 2016
HST,432H,History Of Sexuality,Winter 2016
HST,452,Modern Mexico,Spring 2016
HST,465,American Diplomatic History,Winter 2016
HST,469,History Of The Pacific Northwest,Fall 2016
HST,470,Religion In The American West,Winter 2016
HST,475,Civil War And Reconstruction,Winter 2016
HST,481,Environmental History Of The United States,Winter 2016
HST,487,World War Ii: A Global History,Winter 2016
HST,488,The United States And Vietnam 1945-1995,Spring 2016
HST,499,Special Topics,Fall 2016
HSTS,405,Reading And Conference,Winter 2016
HSTS,405,Reading And Conference,Spring 2016
HSTS,405,Reading And Conference,Summer 2016
HSTS,405,Reading And Conference,Fall 2016
HSTS,412,History Of Science,Fall 2016
HSTS,413,History Of Science,Spring 2016
HSTS,414,History Of Twentieth-Century Science,Winter 2016
HSTS,415,Theory Of Evolution And Foundation Of Modern Biology,Fall 2016
HSTS,416,History Of Medicine Pre-1800,Spring 2016
HSTS,417,History Of Medicine,Summer 2016
HSTS,417,History Of Medicine,Fall 2016
HSTS,418,Science And Society,Spring 2016
HSTS,423,Science And Religion,Winter 2016
HSTS,440H,History Of Psychotherapy,Winter 2016
IE,212,Computational Methods For Industrial Engineering,Winter 2016
IE,212,Computational Methods For Industrial Engineering,Summer 2016
IE,285,Introduction To Industrial And Manufacturing Engineering,Fall 2016
IE,299,Special Topics,Spring 2016
IE,355,Statistical Quality Control,Fall 2016
IE,356,Experimental Design For Industrial Processes,Winter 2016
IE,366,Work Systems Engineering,Winter 2016
IE,366,Work Systems Engineering,Summer 2016
IE,367,Production Planning And Control,Fall 2016
IE,368,Facility Design And Operations Management,Winter 2016
IE,380,The Responsible Engineer,Winter 2016
IE,380,The Responsible Engineer,Spring 2016
IE,403,Thesis,Winter 2016
IE,403,Thesis,Spring 2016
IE,403,Thesis,Fall 2016
IE,405,Reading And Conference,Winter 2016
IE,405,Reading And Conference,Spring 2016
IE,405,Reading And Conference,Summer 2016
IE,405,Reading And Conference,Fall 2016
IE,406,Projects,Winter 2016
IE,406,Projects,Spring 2016
IE,406,Projects,Summer 2016
IE,406,Projects,Fall 2016
IE,410,Internship,Winter 2016
IE,410,Internship,Spring 2016
IE,410,Internship,Summer 2016
IE,410,Internship,Fall 2016
IE,411,Visual Programming For Industrial Applications,Fall 2016
IE,412,Information Systems Engineering,Fall 2016
IE,415,Simulation And Decision Support Systems,Winter 2016
IE,415,Simulation And Decision Support Systems,Summer 2016
IE,425,Industrial Systems Optimization,Fall 2016
IE,470,Management Systems Engineering,Winter 2016
IE,470,Management Systems Engineering,Summer 2016
IE,471,Project Management In Engineering,Winter 2016
IE,475,Advanced Manufacturing Costing Techniques,Fall 2016
IE,497,Mime Capstone Design,Winter 2016
IE,497,Mime Capstone Design,Fall 2016
IE,498,Mime Capstone Design,Winter 2016
IE,498,Mime Capstone Design,Spring 2016
IEPA,001NC,Orientation: American Survival,Spring 2016
IEPA,001NC,Orientation: American Survival,Fall 2016
IEPA,003NC,Orientation: Skills For Living In The U.S.,Winter 2016
IEPA,003NC,Orientation: Skills For Living In The U.S.,Fall 2016
IEPA,005NC,Test Preparation,Winter 2016
IEPA,005NC,Test Preparation,Spring 2016
IEPA,005NC,Test Preparation,Summer 2016
IEPA,005NC,Test Preparation,Fall 2016
IEPA,008NC,Pronunciation And Oral Fluency,Winter 2016
IEPA,008NC,Pronunciation And Oral Fluency,Spring 2016
IEPA,008NC,Pronunciation And Oral Fluency,Summer 2016
IEPA,008NC,Pronunciation And Oral Fluency,Fall 2016
IEPA,029NC,Special Topics,Spring 2016
IEPA,030NC,Academic Reading/Writing 3,Spring 2016
IEPA,031NC,Academic Listening/Speaking 3,Winter 2016
IEPA,031NC,Academic Listening/Speaking 3,Spring 2016
IEPA,031NC,Academic Listening/Speaking 3,Summer 2016
IEPA,031NC,Academic Listening/Speaking 3,Fall 2016
IEPA,032NC,Academic Reading/Writing/Grammar 3,Winter 2016
IEPA,032NC,Academic Reading/Writing/Grammar 3,Fall 2016
IEPA,033NC,Guided Learning,Winter 2016
IEPA,033NC,Guided Learning,Spring 2016
IEPA,033NC,Guided Learning,Summer 2016
IEPA,033NC,Guided Learning,Fall 2016
IEPA,035NC,Introduction To Toefl,Winter 2016
IEPA,035NC,Introduction To Toefl,Spring 2016
IEPA,035NC,Introduction To Toefl,Summer 2016
IEPA,035NC,Introduction To Toefl,Fall 2016
IEPA,037NC,Grammar 3,Spring 2016
IEPA,039NC,Special Topics,Winter 2016
IEPA,039NC,Special Topics,Spring 2016
IEPA,040NC,Academic Reading/Writing 4,Spring 2016
IEPA,040NC,Academic Reading/Writing 4,Fall 2016
IEPA,041NC,Academic Listening/Speaking 4,Winter 2016
IEPA,041NC,Academic Listening/Speaking 4,Spring 2016
IEPA,041NC,Academic Listening/Speaking 4,Summer 2016
IEPA,041NC,Academic Listening/Speaking 4,Fall 2016
IEPA,042NC,Academic Reading/Writing/Grammar 4,Winter 2016
IEPA,043NC,Idl,Winter 2016
IEPA,043NC,Idl,Spring 2016
IEPA,043NC,Idl,Summer 2016
IEPA,043NC,Idl,Fall 2016
IEPA,047NC,Grammar 4,Spring 2016
IEPA,047NC,Grammar 4,Fall 2016
IEPA,049NC,Special Topics,Winter 2016
IEPA,049NC,Special Topics,Spring 2016
IEPA,049NC,Special Topics,Summer 2016
IEPA,049NC,Special Topics,Fall 2016
IEPA,050NC,Academic Reading/Writing 5,Winter 2016
IEPA,050NC,Academic Reading/Writing 5,Spring 2016
IEPA,050NC,Academic Reading/Writing 5,Summer 2016
IEPA,050NC,Academic Reading/Writing 5,Fall 2016
IEPA,051NC,Academic Listening/Speaking 5,Winter 2016
IEPA,051NC,Academic Listening/Speaking 5,Spring 2016
IEPA,051NC,Academic Listening/Speaking 5,Summer 2016
IEPA,051NC,Academic Listening/Speaking 5,Fall 2016
IEPA,052NC,Guided Observation,Winter 2016
IEPA,052NC,Guided Observation,Spring 2016
IEPA,052NC,Guided Observation,Summer 2016
IEPA,052NC,Guided Observation,Fall 2016
IEPA,055NC,Toefl Preparation,Winter 2016
IEPA,055NC,Toefl Preparation,Spring 2016
IEPA,055NC,Toefl Preparation,Summer 2016
IEPA,055NC,Toefl Preparation,Fall 2016
IEPA,056NC,Academic Extensions,Winter 2016
IEPA,056NC,Academic Extensions,Spring 2016
IEPA,056NC,Academic Extensions,Summer 2016
IEPA,056NC,Academic Extensions,Fall 2016
IEPA,057NC,Advanced Grammar Through Writing,Winter 2016
IEPA,057NC,Advanced Grammar Through Writing,Spring 2016
IEPA,057NC,Advanced Grammar Through Writing,Summer 2016
IEPA,057NC,Advanced Grammar Through Writing,Fall 2016
IEPA,059NC,Special Topics,Winter 2016
IEPA,059NC,Special Topics,Spring 2016
IEPA,059NC,Special Topics,Summer 2016
IEPA,059NC,Special Topics,Fall 2016
IEPA,060NC,Academic Reading/Writing 6,Winter 2016
IEPA,060NC,Academic Reading/Writing 6,Spring 2016
IEPA,060NC,Academic Reading/Writing 6,Summer 2016
IEPA,060NC,Academic Reading/Writing 6,Fall 2016
IEPA,061NC,Academic Listening/Speaking 6,Winter 2016
IEPA,061NC,Academic Listening/Speaking 6,Spring 2016
IEPA,061NC,Academic Listening/Speaking 6,Summer 2016
IEPA,061NC,Academic Listening/Speaking 6,Fall 2016
IEPA,066NC,Advanced Academic Extensions,Winter 2016
IEPA,066NC,Advanced Academic Extensions,Fall 2016
IEPA,098NC,Communication For Igtas,Fall 2016
IEPG,001NC,Pronunciation,Winter 2016
IEPG,001NC,Pronunciation,Spring 2016
IEPG,001NC,Pronunciation,Summer 2016
IEPG,001NC,Pronunciation,Fall 2016
IEPG,003NC,Tourism For Everyone,Summer 2016
IEPG,005NC,American Idioms,Summer 2016
IEPG,006NC,Foundation Prep Reading,Winter 2016
IEPG,006NC,Foundation Prep Reading,Spring 2016
IEPG,006NC,Foundation Prep Reading,Summer 2016
IEPG,006NC,Foundation Prep Reading,Fall 2016
IEPG,007NC,Foundation Prep Vocabulary,Winter 2016
IEPG,007NC,Foundation Prep Vocabulary,Spring 2016
IEPG,007NC,Foundation Prep Vocabulary,Summer 2016
IEPG,007NC,Foundation Prep Vocabulary,Fall 2016
IEPG,008NC,Exploring The World,Winter 2016
IEPG,008NC,Exploring The World,Spring 2016
IEPG,008NC,Exploring The World,Summer 2016
IEPG,008NC,Exploring The World,Fall 2016
IEPG,009NC,Foundation Prep Listening/Speaking,Winter 2016
IEPG,009NC,Foundation Prep Listening/Speaking,Spring 2016
IEPG,009NC,Foundation Prep Listening/Speaking,Summer 2016
IEPG,009NC,Foundation Prep Listening/Speaking,Fall 2016
IEPG,010NC,Reading/Writing 1,Winter 2016
IEPG,010NC,Reading/Writing 1,Spring 2016
IEPG,010NC,Reading/Writing 1,Summer 2016
IEPG,010NC,Reading/Writing 1,Fall 2016
IEPG,011NC,Listening/Speaking 1,Winter 2016
IEPG,011NC,Listening/Speaking 1,Spring 2016
IEPG,011NC,Listening/Speaking 1,Summer 2016
IEPG,011NC,Listening/Speaking 1,Fall 2016
IEPG,013NC,Media Lab,Winter 2016
IEPG,013NC,Media Lab,Spring 2016
IEPG,013NC,Media Lab,Summer 2016
IEPG,013NC,Media Lab,Fall 2016
IEPG,017NC,Practical Grammar 1,Winter 2016
IEPG,017NC,Practical Grammar 1,Spring 2016
IEPG,017NC,Practical Grammar 1,Summer 2016
IEPG,017NC,Practical Grammar 1,Fall 2016
IEPG,020NC,Reading/Writing 2,Winter 2016
IEPG,020NC,Reading/Writing 2,Spring 2016
IEPG,020NC,Reading/Writing 2,Summer 2016
IEPG,020NC,Reading/Writing 2,Fall 2016
IEPG,021NC,Listening/Speaking 2,Winter 2016
IEPG,021NC,Listening/Speaking 2,Spring 2016
IEPG,021NC,Listening/Speaking 2,Summer 2016
IEPG,021NC,Listening/Speaking 2,Fall 2016
IEPG,026NC,Ae Preparation,Winter 2016
IEPG,026NC,Ae Preparation,Spring 2016
IEPG,026NC,Ae Preparation,Summer 2016
IEPG,026NC,Ae Preparation,Fall 2016
IEPG,027NC,Practical Grammar 2,Winter 2016
IEPG,027NC,Practical Grammar 2,Spring 2016
IEPG,027NC,Practical Grammar 2,Summer 2016
IEPG,027NC,Practical Grammar 2,Fall 2016
IEPG,029NC,Special Topics,Winter 2016
IEPG,029NC,Special Topics,Spring 2016
IEPG,029NC,Special Topics,Summer 2016
IEPG,029NC,Special Topics,Fall 2016
IEPG,030NC,Reading/Writing 3,Winter 2016
IEPG,030NC,Reading/Writing 3,Spring 2016
IEPG,030NC,Reading/Writing 3,Summer 2016
IEPG,030NC,Reading/Writing 3,Fall 2016
IEPG,031NC,Listening/Speaking 3,Winter 2016
IEPG,031NC,Listening/Speaking 3,Spring 2016
IEPG,031NC,Listening/Speaking 3,Summer 2016
IEPG,031NC,Listening/Speaking 3,Fall 2016
IEPG,035NC,Vocabulary Building,Summer 2016
IEPG,037NC,Practical Grammar 3,Winter 2016
IEPG,037NC,Practical Grammar 3,Spring 2016
IEPG,037NC,Practical Grammar 3,Summer 2016
IEPG,037NC,Practical Grammar 3,Fall 2016
IEPG,039NC,Special Topics,Winter 2016
IEPG,039NC,Special Topics,Spring 2016
IEPG,039NC,Special Topics,Fall 2016
IEPG,040NC,Reading/Writing 4,Winter 2016
IEPG,040NC,Reading/Writing 4,Summer 2016
IEPG,041NC,Listening/Speaking 4,Winter 2016
IEPG,041NC,Listening/Speaking 4,Spring 2016
IEPG,041NC,Listening/Speaking 4,Summer 2016
IEPG,041NC,Listening/Speaking 4,Fall 2016
IEPG,049NC,Special Topics,Winter 2016
IEPG,049NC,Special Topics,Spring 2016
IEPG,049NC,Special Topics,Summer 2016
IEPG,049NC,Special Topics,Fall 2016
IEPG,050NC,Reading/Writing 5,Winter 2016
IEPG,050NC,Reading/Writing 5,Spring 2016
IEPG,050NC,Reading/Writing 5,Summer 2016
IEPG,050NC,Reading/Writing 5,Fall 2016
IEPG,051NC,Listening/Speaking 5,Winter 2016
IEPG,051NC,Listening/Speaking 5,Spring 2016
IEPG,051NC,Listening/Speaking 5,Summer 2016
IEPH,001NC,Pronunciation,Winter 2016
IEPH,001NC,Pronunciation,Spring 2016
IEPH,001NC,Pronunciation,Summer 2016
IEPH,001NC,Pronunciation,Fall 2016
IEPH,003NC,Tourism For Everyone,Summer 2016
IEPH,006NC,Foundation Prep Reading,Winter 2016
IEPH,006NC,Foundation Prep Reading,Spring 2016
IEPH,006NC,Foundation Prep Reading,Summer 2016
IEPH,006NC,Foundation Prep Reading,Fall 2016
IEPH,007NC,Foundation Prep Vocabulary,Winter 2016
IEPH,007NC,Foundation Prep Vocabulary,Spring 2016
IEPH,007NC,Foundation Prep Vocabulary,Summer 2016
IEPH,007NC,Foundation Prep Vocabulary,Fall 2016
IEPH,008NC,Exploring The World,Winter 2016
IEPH,008NC,Exploring The World,Spring 2016
IEPH,008NC,Exploring The World,Summer 2016
IEPH,008NC,Exploring The World,Fall 2016
IEPH,009NC,Foundation Prep Listening/Speaking,Winter 2016
IEPH,009NC,Foundation Prep Listening/Speaking,Spring 2016
IEPH,009NC,Foundation Prep Listening/Speaking,Summer 2016
IEPH,009NC,Foundation Prep Listening/Speaking,Fall 2016
IEPH,010NC,Reading/Writing 1,Winter 2016
IEPH,010NC,Reading/Writing 1,Spring 2016
IEPH,010NC,Reading/Writing 1,Summer 2016
IEPH,010NC,Reading/Writing 1,Fall 2016
IEPH,011NC,Listening/Speaking 1,Winter 2016
IEPH,011NC,Listening/Speaking 1,Spring 2016
IEPH,011NC,Listening/Speaking 1,Summer 2016
IEPH,011NC,Listening/Speaking 1,Fall 2016
IEPH,013NC,Media Lab,Winter 2016
IEPH,013NC,Media Lab,Spring 2016
IEPH,013NC,Media Lab,Summer 2016
IEPH,013NC,Media Lab,Fall 2016
IEPH,017NC,Practical Grammar 1,Winter 2016
IEPH,017NC,Practical Grammar 1,Spring 2016
IEPH,017NC,Practical Grammar 1,Summer 2016
IEPH,017NC,Practical Grammar 1,Fall 2016
IEPH,020NC,Reading/Writing 2,Winter 2016
IEPH,020NC,Reading/Writing 2,Spring 2016
IEPH,020NC,Reading/Writing 2,Summer 2016
IEPH,020NC,Reading/Writing 2,Fall 2016
IEPH,021NC,Listening/Speaking 2,Winter 2016
IEPH,021NC,Listening/Speaking 2,Spring 2016
IEPH,021NC,Listening/Speaking 2,Summer 2016
IEPH,021NC,Listening/Speaking 2,Fall 2016
IEPH,026NC,Ae Preparation,Winter 2016
IEPH,026NC,Ae Preparation,Spring 2016
IEPH,026NC,Ae Preparation,Summer 2016
IEPH,026NC,Ae Preparation,Fall 2016
IEPH,027NC,Practical Grammar 2,Winter 2016
IEPH,027NC,Practical Grammar 2,Spring 2016
IEPH,027NC,Practical Grammar 2,Summer 2016
IEPH,027NC,Practical Grammar 2,Fall 2016
IEPH,029NC,Special Topics,Winter 2016
IEPH,029NC,Special Topics,Spring 2016
IEPH,029NC,Special Topics,Summer 2016
IEPH,029NC,Special Topics,Fall 2016
IEPH,030NC,Reading/Writing 3,Winter 2016
IEPH,030NC,Reading/Writing 3,Spring 2016
IEPH,030NC,Reading/Writing 3,Summer 2016
IEPH,030NC,Reading/Writing 3,Fall 2016
IEPH,031NC,Listening/Speaking 3,Winter 2016
IEPH,031NC,Listening/Speaking 3,Spring 2016
IEPH,031NC,Listening/Speaking 3,Summer 2016
IEPH,031NC,Listening/Speaking 3,Fall 2016
IEPH,033NC,English Through Literature,Winter 2016
IEPH,033NC,English Through Literature,Spring 2016
IEPH,033NC,English Through Literature,Summer 2016
IEPH,033NC,English Through Literature,Fall 2016
IEPH,035NC,Vocabulary Building,Winter 2016
IEPH,035NC,Vocabulary Building,Spring 2016
IEPH,035NC,Vocabulary Building,Summer 2016
IEPH,035NC,Vocabulary Building,Fall 2016
IEPH,037NC,Practical Grammar 3,Winter 2016
IEPH,037NC,Practical Grammar 3,Spring 2016
IEPH,037NC,Practical Grammar 3,Summer 2016
IEPH,037NC,Practical Grammar 3,Fall 2016
IEPH,039NC,Special Topics,Winter 2016
IEPH,039NC,Special Topics,Fall 2016
IEPH,040NC,Reading/Writing 4,Winter 2016
IEPH,040NC,Reading/Writing 4,Spring 2016
IEPH,040NC,Reading/Writing 4,Summer 2016
IEPH,040NC,Reading/Writing 4,Fall 2016
IEPH,041NC,Listening/Speaking 4,Winter 2016
IEPH,041NC,Listening/Speaking 4,Spring 2016
IEPH,041NC,Listening/Speaking 4,Summer 2016
IEPH,041NC,Listening/Speaking 4,Fall 2016
IEPH,049NC,Special Topics,Winter 2016
IEPH,049NC,Special Topics,Spring 2016
IEPH,049NC,Special Topics,Summer 2016
IEPH,049NC,Special Topics,Fall 2016
IEPH,050NC,Reading/Writing 5,Winter 2016
IEPH,050NC,Reading/Writing 5,Spring 2016
IEPH,050NC,Reading/Writing 5,Summer 2016
IEPH,050NC,Reading/Writing 5,Fall 2016
IEPH,051NC,Listening/Speaking 5,Winter 2016
IEPH,051NC,Listening/Speaking 5,Spring 2016
IEPH,051NC,Listening/Speaking 5,Summer 2016
IEPH,051NC,Listening/Speaking 5,Fall 2016
INTL,299,Special Topics,Fall 2016
INTL,399,Special Topics,Spring 2016
INTL,405,Projects: International Projects,Winter 2016
INTL,405,Projects: International Projects,Spring 2016
INTL,405,Projects: International Projects,Summer 2016
INTL,405,Projects: International Projects,Fall 2016
INTL,407,Seminar: International Issues,Winter 2016
INTL,407,Seminar: International Issues,Fall 2016
INTL,410,Internship: International Internships And Seminar,Winter 2016
INTL,410,Internship: International Internships And Seminar,Spring 2016
INTL,410,Internship: International Internships And Seminar,Summer 2016
INTL,410,Internship: International Internships And Seminar,Fall 2016
IT,111,First-Year Italian,Fall 2016
IT,112,First-Year Italian,Winter 2016
IT,113,First-Year Italian,Spring 2016
JPN,111,First-Year Japanese,Winter 2016
JPN,111,First-Year Japanese,Fall 2016
JPN,112,First-Year Japanese,Winter 2016
JPN,112,First-Year Japanese,Spring 2016
JPN,113,First-Year Japanese,Spring 2016
JPN,211,Second-Year Japanese,Fall 2016
JPN,212,Second-Year Japanese,Winter 2016
JPN,213,Second-Year Japanese,Spring 2016
JPN,299,Special Studies,Winter 2016
JPN,311,Third-Year Japanese,Fall 2016
JPN,312,Third-Year Japanese,Winter 2016
JPN,313,Third-Year Japanese,Spring 2016
JPN,331,Japanese Culture,Fall 2016
JPN,332,Japanese Culture,Winter 2016
JPN,333,Japanese Culture,Spring 2016
JPN,379,Proctor Experience,Winter 2016
JPN,379,Proctor Experience,Spring 2016
JPN,379,Proctor Experience,Fall 2016
JPN,399,Special Topics,Spring 2016
JPN,402,Independent Study,Spring 2016
JPN,402,Independent Study,Fall 2016
KIN,131,Introduction To Kinesiology,Spring 2016
KIN,131,Introduction To Kinesiology,Fall 2016
KIN,132,Introduction To The Allied Health Professions,Winter 2016
KIN,132,Introduction To The Allied Health Professions,Spring 2016
KIN,160,Introduction To Injury Management For The Physically Active,Winter 2016
KIN,160,Introduction To Injury Management For The Physically Active,Spring 2016
KIN,160,Introduction To Injury Management For The Physically Active,Fall 2016
KIN,194,Professional Activities,Fall 2016
KIN,230,Introduction To Adventure Programs,Winter 2016
KIN,230,Introduction To Adventure Programs,Spring 2016
KIN,230,Introduction To Adventure Programs,Fall 2016
KIN,231,Human Group Dynamics,Spring 2016
KIN,232,Backcountry Leadership,Fall 2016
KIN,233,Teaching Techniques For Outdoor Activities,Winter 2016
KIN,233,Teaching Techniques For Outdoor Activities,Fall 2016
KIN,299,Special Topics,Spring 2016
KIN,301,Research And Scholarship,Winter 2016
KIN,301,Research And Scholarship,Spring 2016
KIN,301,Research And Scholarship,Summer 2016
KIN,301,Research And Scholarship,Fall 2016
KIN,305,Reading And Conference,Winter 2016
KIN,305,Reading And Conference,Spring 2016
KIN,305,Reading And Conference,Summer 2016
KIN,305,Reading And Conference,Fall 2016
KIN,306,Projects,Winter 2016
KIN,306,Projects,Spring 2016
KIN,306,Projects,Summer 2016
KIN,306,Projects,Fall 2016
KIN,307,Seminar,Spring 2016
KIN,307,Seminar,Fall 2016
KIN,311,Motor Behavior,Winter 2016
KIN,311,Motor Behavior,Spring 2016
KIN,311,Motor Behavior,Summer 2016
KIN,311,Motor Behavior,Fall 2016
KIN,312,Sociocultural Dimensions Of Physical Activity,Winter 2016
KIN,312,Sociocultural Dimensions Of Physical Activity,Spring 2016
KIN,312,Sociocultural Dimensions Of Physical Activity,Summer 2016
KIN,312,Sociocultural Dimensions Of Physical Activity,Fall 2016
KIN,314,Introduction To Adapted Physical Activity,Winter 2016
KIN,314,Introduction To Adapted Physical Activity,Spring 2016
KIN,314,Introduction To Adapted Physical Activity,Summer 2016
KIN,314,Introduction To Adapted Physical Activity,Fall 2016
KIN,321,Biomechanics Of Human Movement,Winter 2016
KIN,321,Biomechanics Of Human Movement,Spring 2016
KIN,321,Biomechanics Of Human Movement,Summer 2016
KIN,321,Biomechanics Of Human Movement,Fall 2016
KIN,324,Exercise Physiology,Winter 2016
KIN,324,Exercise Physiology,Spring 2016
KIN,324,Exercise Physiology,Summer 2016
KIN,324,Exercise Physiology,Fall 2016
KIN,325,Fitness Assessment And Exercise Prescription,Winter 2016
KIN,325,Fitness Assessment And Exercise Prescription,Spring 2016
KIN,325,Fitness Assessment And Exercise Prescription,Summer 2016
KIN,325,Fitness Assessment And Exercise Prescription,Fall 2016
KIN,333,Exercise And Sport Science Practicum,Winter 2016
KIN,333,Kinesiology Practicum,Spring 2016
KIN,333,Kinesiology Practicum,Summer 2016
KIN,333,Kinesiology Practicum,Fall 2016
KIN,334,Exercise And Sport Science Practicum,Winter 2016
KIN,334,Kinesiology Practicum,Spring 2016
KIN,334,Kinesiology Practicum,Summer 2016
KIN,334,Kinesiology Practicum,Fall 2016
KIN,335,Exercise And Sport Science Practicum,Winter 2016
KIN,335,Kinesiology Practicum,Spring 2016
KIN,335,Kinesiology Practicum,Summer 2016
KIN,335,Kinesiology Practicum,Fall 2016
KIN,341,Nutrition And Exercise,Winter 2016
KIN,343,Pre-Therapy/Allied Health Seminar,Winter 2016
KIN,343,Pre-Therapy/Allied Health Seminar,Spring 2016
KIN,343,Pre-Therapy/Allied Health Seminar,Fall 2016
KIN,344,Pre-Therapy/Allied Health Practicum,Winter 2016
KIN,344,Pre-Therapy/Allied Health Practicum,Spring 2016
KIN,344,Pre-Therapy/Allied Health Practicum,Summer 2016
KIN,344,Pre-Therapy/Allied Health Practicum,Fall 2016
KIN,345,Allied Health Practicum,Winter 2016
KIN,345,Allied Health Practicum,Spring 2016
KIN,345,Allied Health Practicum,Fall 2016
KIN,353,Physical Education Teacher Education Practicum,Winter 2016
KIN,353,Physical Education Teacher Education Practicum,Spring 2016
KIN,353,Physical Education Teacher Education Practicum,Fall 2016
KIN,354,Physical Education Teacher Education Practicum,Winter 2016
KIN,354,Physical Education Teacher Education Practicum,Spring 2016
KIN,354,Physical Education Teacher Education Practicum,Fall 2016
KIN,355,Physical Education Teacher Education Practicum,Winter 2016
KIN,355,Physical Education Teacher Education Practicum,Spring 2016
KIN,355,Physical Education Teacher Education Practicum,Fall 2016
